cim_version,datamodel,object,field,data_type,description,possible_values
4.12.0,Alerts,Alerts,dest,string,"The destination of the alert message, such as an email address or SNMP trap. You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name.",
4.12.0,Alerts,Alerts,dest_bunit,string,The business unit associated with the destination. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Alerts,Alerts,dest_category,string,The category of the destination. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Alerts,Alerts,dest_priority,string,The priority of the destination. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Alerts,Alerts,id,string,The unique identifier of a message.,
4.12.0,Alerts,Alerts,severity,string,"The severity of a message. Note: This field is a string. Please use a severity_id field for severity ID fields that are integer data types. Specific values are required. Please use vendor_severity for the vendor's own human-readable strings (such as Good, Bad, Really Bad, and so on).","critical, high, medium, low,informational, unknown"
4.12.0,Alerts,Alerts,severity_id,string,A numeric severity indicator for a message.,
4.12.0,Alerts,Alerts,src,string,"The source of the message. You can alias this from more specific fields, such as src_host, src_ip, or src_name.",
4.12.0,Alerts,Alerts,src_bunit,string,The business unit associated with the source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Alerts,Alerts,src_category,string,The category of the source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Alerts,Alerts,src_priority,string,The priority of the source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Alerts,Alerts,subject,string,The message subject.,
4.12.0,Alerts,Alerts,tag,string,This automatically generated field is used to access tags from within data models. Do not define extractions for this field when writing add-ons.,
4.12.0,Alerts,Alerts,type,string,The message type.,"alarm, alert, event, task, unknown"
4.12.0,Application_State,All_Application_State,dest,string,"The compute resource where the service is installed. You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name.",
4.12.0,Application_State,All_Application_State,dest_bunit,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Application_State,All_Application_State,dest_category,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Application_State,All_Application_State,dest_priority,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Application_State,All_Application_State,dest_requires_av,boolean,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Application_State,All_Application_State,dest_should_timesync,boolean,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Application_State,All_Application_State,dest_should_update,boolean,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Application_State,All_Application_State,process,string,"The name of a process or service file, such as sqlsrvr.exe or httpd. Note: This field is not appropriate for service or daemon names, such as SQL Server or Apache Web Server. Service or daemon names belong to the service field (see below).",
4.12.0,Application_State,All_Application_State,tag,string,This automatically generated field is used to access tags from within data models. Do not define extractions for this field when writing add-ons.,
4.12.0,Application_State,All_Application_State,user,string,"The user account the service is running as, such as System or httpdsvc.",
4.12.0,Application_State,All_Application_State,user_bunit,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Application_State,All_Application_State,user_category,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Application_State,All_Application_State,user_priority,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Application_State,Ports,dest_port,number,"Network ports communicated to by the process, such as 53.",
4.12.0,Application_State,Ports,transport,string,"The network ports listened to by the application process, such as tcp, udp, etc.",
4.12.0,Application_State,Ports,transport_dest_port,string,"Calculated as transport/dest_port, such as tcp/53.",
4.12.0,Application_State,Processes,cpu_load_mhz,number,CPU Load in megahertz,
4.12.0,Application_State,Processes,cpu_load_percent,number,CPU Load in percent,
4.12.0,Application_State,Processes,cpu_time,string,CPU Time,
4.12.0,Application_State,Processes,mem_used,number,Memory used in bytes,
4.12.0,Application_State,Services,service,string,"The name of the service, such as SQL Server or Apache Web Server. Note: This field is not appropriate for filenames, such as sqlsrvr.exe or httpd. Filenames should belong to the process field instead. Also, note that field is a string. Use the service_id field for service ID fields that are integer data types.",
4.12.0,Application_State,Services,service_id,string,A numeric indicator for a service.,
4.12.0,Application_State,Services,start_mode,string,The start mode for the service.,"disabled, enabled, auto."
4.12.0,Application_State,Services,status,string,The status of the service.,"critical, started,stopped, warning"
4.12.0,Authentication,Authentication,action,string,The action performed on the resource.,"success, failure"
4.12.0,Authentication,Authentication,app,string,"The application involved in the event (such as ssh, splunk, win:local).",
4.12.0,Authentication,Authentication,dest,string,"The target involved in the authentication. You can alias this from more specific fields, such as dest_host, dest_ip, or dest_nt_host.",
4.12.0,Authentication,Authentication,dest_bunit,string,The business unit of the authentication target. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Authentication,Authentication,dest_category,string,"The category of the authentication target, such as email_server or SOX-compliant. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",
4.12.0,Authentication,Authentication,dest_nt_domain,string,"The name of the Active Directory used by the authentication target, if applicable.",
4.12.0,Authentication,Authentication,dest_priority,string,The priority of the authentication target. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Authentication,Authentication,duration,number,"The amount of time for the completion of the authentication event, in seconds.",
4.12.0,Authentication,Authentication,response_time,number,"The amount of time it took to receive a response in the authentication event, in seconds.",
4.12.0,Authentication,Authentication,signature,string,A human-readable signature name.,
4.12.0,Authentication,Authentication,signature_id,string,The unique identifier or event code of the event signature.,
4.12.0,Authentication,Authentication,src,string,"The source involved in the authentication. In the case of endpoint protection authentication the src is the client. You can alias this from more specific fields, such as src_host, src_ip, or src_nt_host. Do not confuse src with the event sourceor sourcetype fields.",
4.12.0,Authentication,Authentication,src_bunit,string,The business unit of the authentication source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Authentication,Authentication,src_category,string,"The category of the authentication source, such as email_server or SOX-compliant. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",
4.12.0,Authentication,Authentication,src_nt_domain,string,"The name of the Active Directory used by the authentication source, if applicable.",
4.12.0,Authentication,Authentication,src_priority,string,The priority of the authentication source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Authentication,Authentication,src_user,string,"In privilege escalation events, src_userrepresents the user who initiated the privilege escalation. This field is unnecessary when an escalation has not been performed.",
4.12.0,Authentication,Authentication,src_user_bunit,string,The business unit of the user who initiated the privilege escalation. This field is unnecessary when an escalation has not been performed. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Authentication,Authentication,src_user_category,string,The category of the user who initiated the privilege escalation. This field is unnecessary when an escalation has not been performed. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Authentication,Authentication,src_user_priority,string,The priority of the user who initiated the privilege escalation. This field is unnecessary when an escalation has not been performed. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Authentication,Authentication,tag,string,This automatically-generated field is used to access tags from within data models. Do not define extractions for this field when writing add-ons.,
4.12.0,Authentication,Authentication,user,string,"The name of the user involved in the event, or who initiated the event. For authentication privilege escalation events, this should represent the user targeted by the escalation.",
4.12.0,Authentication,Authentication,user_bunit,string,"The business unit of the user involved in the event, or who initiated the event. For authentication privilege escalation events, this should represent the user targeted by the escalation. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",
4.12.0,Authentication,Authentication,user_category,string,"The category of the user involved in the event, or who initiated the event. For authentication privilege escalation events, this should represent the user targeted by the escalation. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",
4.12.0,Authentication,Authentication,user_priority,string,"The priority of the user involved in the event, or who initiated the event. For authentication privilege escalation events, this should represent the user targeted by the escalation. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",
4.12.0,Certificates,All_Certificates,dest,string,The target in the certificate management event. This field is automatically provided by Asset and Identity correlation features of applications like Splunk Enterprise Security.,
4.12.0,Certificates,All_Certificates,dest_bunit,string,The business unit of the target.,
4.12.0,Certificates,All_Certificates,dest_category,string,"The category of the target, such as email_server or SOX-compliant. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk Enterprise Security.",
4.12.0,Certificates,All_Certificates,dest_port,number,The port number of the target.,
4.12.0,Certificates,All_Certificates,dest_priority,string,The priority of the target.,
4.12.0,Certificates,All_Certificates,duration,number,"The amount of time for the completion of the certificate management event, in seconds.",
4.12.0,Certificates,All_Certificates,response_time,number,"The amount of time it took to receive a response in the certificate management event, if applicable.",
4.12.0,Certificates,All_Certificates,src,string,"The source involved in the certificate management event. You can alias this from more specific fields, such as src_host, src_ip, or src_nt_host. Note: Do not confuse src with the event source or sourcetype fields.",
4.12.0,Certificates,All_Certificates,src_bunit,string,The business unit of the certificate management source. This field is automatically provided by Asset and Identity correlation features of applications like Splunk Enterprise Security.,
4.12.0,Certificates,All_Certificates,src_category,string,"The category of the certificate management source, such as email_server or SOX-compliant. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk Enterprise Security.",
4.12.0,Certificates,All_Certificates,src_port,number,The port number of the source.,
4.12.0,Certificates,All_Certificates,src_priority,string,The priority of the certificate management source.,
4.12.0,Certificates,All_Certificates,tag,string,This automatically generated field is used to access tags from within datamodels. Add-on builders do not need to populate it.,
4.12.0,Certificates,All_Certificates,transport,string,The transport protocol of the Network Traffic involved with this certificate.,
4.12.0,Certificates,SSL,ssl_end_time,time,The expiry time of the certificate.,
4.12.0,Certificates,SSL,ssl_engine,string,The name of the signature engine that created the certificate.,
4.12.0,Certificates,SSL,ssl_hash,string,The hash of the certificate.,
4.12.0,Certificates,SSL,ssl_is_valid,boolean,Indicator of whether the ssl certificate is valid or not.,"true, false, 1, 0"
4.12.0,Certificates,SSL,ssl_issuer,string,The certificate issuer's RFC2253 Distinguished Name.,
4.12.0,Certificates,SSL,ssl_issuer_common_name,string,The certificate issuer's common name.,
4.12.0,Certificates,SSL,ssl_issuer_email,string,The certificate issuer's email address.,
4.12.0,Certificates,SSL,ssl_issuer_locality,string,The certificate issuer's locality.,
4.12.0,Certificates,SSL,ssl_issuer_organization,string,The certificate issuer's organization.,
4.12.0,Certificates,SSL,ssl_issuer_state,string,The certificate issuer's state of residence.,
4.12.0,Certificates,SSL,ssl_issuer_street,string,The certificate issuer's street address.,
4.12.0,Certificates,SSL,ssl_issuer_unit,string,The certificate issuer's organizational unit.,
4.12.0,Certificates,SSL,ssl_name,string,The name of the ssl certificate.,
4.12.0,Certificates,SSL,ssl_policies,string,The Object Identification Numbers's of the certificate's policies in a comma separated string.,
4.12.0,Certificates,SSL,ssl_publickey,string,The certificate’s public key.,
4.12.0,Certificates,SSL,ssl_publickey_algorithm,string,The algorithm used to create the public key.,
4.12.0,Certificates,SSL,ssl_serial,string,The certificate’s serial number.,
4.12.0,Certificates,SSL,ssl_session_id,string,The session identifier for this certificate.,
4.12.0,Certificates,SSL,ssl_signature_algorithm,string,The algorithm used by the Certificate Authority to sign the certificate.,
4.12.0,Certificates,SSL,ssl_start_time,time,This is the start date and time for this certificate's validity.,
4.12.0,Certificates,SSL,ssl_subject,string,The certificate owner's RFC2253 Distinguished Name.,
4.12.0,Certificates,SSL,ssl_subject_common_name,string,This certificate owner’s common name.,
4.12.0,Certificates,SSL,ssl_subject_email,string,The certificate owner’s e-mail address.,
4.12.0,Certificates,SSL,ssl_subject_locality,string,The certificate owner’s locality.,
4.12.0,Certificates,SSL,ssl_subject_organization,string,The certificate owner’s organization.,
4.12.0,Certificates,SSL,ssl_subject_state,string,The certificate owner’s state of residence.,
4.12.0,Certificates,SSL,ssl_subject_street,string,The certificate owner’s street address.,
4.12.0,Certificates,SSL,ssl_subject_unit,string,The certificate owner's organizational unit.,
4.12.0,Certificates,SSL,ssl_validity_window,number,The length of time (in seconds) for which this certificate is valid.,
4.12.0,Certificates,SSL,ssl_version,string,The ssl version of this certificate.,
4.12.0,Change,All_Changes,action,string,The action performed on the resource.,"acl_modified, cleared, created, deleted, modified, read, stopped, updated"
4.12.0,Change,All_Changes,change_type,string,"The type of change, such as filesystem or AAA(authentication, authorization, and accounting).",restart
4.12.0,Change,All_Changes,command,string,The command that initiated the change.,
4.12.0,Change,All_Changes,dest,string,"The resource where change occurred. You can alias this from more specific fields not included in this data model, such as dest_host, dest_ip, or dest_name.",
4.12.0,Change,All_Changes,dest_bunit,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Change,All_Changes,dest_category,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Change,All_Changes,dest_priority,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Change,All_Changes,dvc,string,"The device that reported the change, if applicable, such as a FIP or CIM server. You can alias this from more specific fields not included in this data model, such as dvc_host, dvc_ip, or dvc_name.",
4.12.0,Change,All_Changes,object,string,"Name of the affected object on the resource (such as a router interface, user account, or server volume).",
4.12.0,Change,All_Changes,object_attrs,string,"The attributes that were updated on the updated resource object, if applicable.",
4.12.0,Change,All_Changes,object_category,string,Generic name for the class of the updated resource object. Expected values may be specific to an app.,"directory, file, group, registry, user"
4.12.0,Change,All_Changes,object_id,string,"The unique updated resource object ID as presented to the system, if applicable (for instance, a SID, UUID, or GUID value).",
4.12.0,Change,All_Changes,object_path,string,"The path of the modified resource object, if applicable (such as a file, directory, or volume).",
4.12.0,Change,All_Changes,result,string,"The path of the modified resource object, if applicable (such as a file, directory, or volume).",lockout
4.12.0,Change,All_Changes,result_id,string,A result indicator for an action status.,
4.12.0,Change,All_Changes,src,string,"The resource where the change was originated. You can alias this from more specific fields not included in the data model, such as src_host, src_ip, or src_name.",
4.12.0,Change,All_Changes,src_bunit,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Change,All_Changes,src_category,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Change,All_Changes,src_priority,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Change,All_Changes,status,string,Status of the update.,"success, failure"
4.12.0,Change,All_Changes,tag,string,This automatically generated field is used to access tags from within datamodels. Do not define extractions for this field when writing add-ons.,
4.12.0,Change,All_Changes,user,string,"The user or entity performing the change. For account changes, this is the account that was changed. See src_user for user or entity performing the change.",
4.12.0,Change,All_Changes,vendor_product,string,The vendor and product or service that detected the change. This field can be automatically populated by vendor and product fields in your data.,
4.12.0,Change,Account_Management,dest_nt_domain,string,"The NT domain of the destination, if applicable.",
4.12.0,Change,Account_Management,src_nt_domain,string,"The NT domain of the source, if applicable.",
4.12.0,Change,Account_Management,src_user,string,"For account changes, the user or entity performing the change.",
4.12.0,Change,Account_Management,src_user_bunit,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Change,Account_Management,src_user_category,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Change,Account_Management,src_user_priority,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Databases,All_Databases,dest,string,"The destination of the database event. You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name.",
4.12.0,Databases,All_Databases,dest_bunit,string,The business unit of the destination. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Databases,All_Databases,dest_category,string,The category of the destination. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Databases,All_Databases,dest_priority,string,"The priority of the destination, if applicable. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",
4.12.0,Databases,All_Databases,duration,number,"The amount of time for the completion of the database event, in seconds.",
4.12.0,Databases,All_Databases,object,string,The name of the database object.,
4.12.0,Databases,All_Databases,response_time,number,"The amount of time it took to receive a response in the database event, in seconds.",
4.12.0,Databases,All_Databases,src,string,"The source of the database event. You can alias this from more specific fields, such as src_host, src_ip, or src_name.",
4.12.0,Databases,All_Databases,src_bunit,string,The business unit of the source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Databases,All_Databases,src_category,string,The category of the source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Databases,All_Databases,src_priority,string,The priority of the source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Databases,All_Databases,tag,string,This automatically generated field is used to access tags from within data models. Do not define extractions for this field when writing add-ons.,
4.12.0,Databases,All_Databases,user,string,Name of the database process user.,
4.12.0,Databases,All_Databases,user_bunit,string,The business unit of the user. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Databases,All_Databases,user_category,string,The category associated with the user. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Databases,All_Databases,user_priority,string,The priority of the user. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Databases,All_Databases,vendor_product,string,The vendor and product name of the database system. This field can be automatically populated by vendor and productfields in your data.,
4.12.0,Databases,Database_Instance,instance_name,string,The name of the database instance.,
4.12.0,Databases,Database_Instance,instance_version,string,The version of the database instance.,
4.12.0,Databases,Database_Instance,process_limit,number,The maximum number of processes that the database instance can handle.,
4.12.0,Databases,Database_Instance,session_limit,number,The maximum number of sessions that the database instance can handle.,
4.12.0,Databases,Instance_Stats,availability,string,The status of the database server.,"Available, Not Available"
4.12.0,Databases,Instance_Stats,avg_executions,number,The average number of executions for the database instance.,
4.12.0,Databases,Instance_Stats,dump_area_used,string,The amount of the database dump area that has been used.,
4.12.0,Databases,Instance_Stats,instance_reads,number,The total number of reads for the database instance.,
4.12.0,Databases,Instance_Stats,instance_writes,number,The total number of writes for the database instance.,
4.12.0,Databases,Instance_Stats,number_of_users,number,The total number of users for the database instance.,
4.12.0,Databases,Instance_Stats,processes,number,The number of processes currently running for the database instance.,
4.12.0,Databases,Instance_Stats,sessions,number,The total number of sessions currently in use for the database instance.,
4.12.0,Databases,Instance_Stats,sga_buffer_cache_size,number,"The total size of the buffer cache for the database instance, in bytes.",
4.12.0,Databases,Instance_Stats,sga_buffer_hit_limit,number,The maximum number of number of buffers that can be hit in the database instance without finding a free buffer.,
